method,TP,FP,FN,precision,recall,F1,IDF1,false_new_tracks,false_new_tracks_per_100_frames,track_breaks,detector,threshold,false_new_per_100_frames,F1_delta_vs_bytetrack,false_new_delta_vs_bytetrack,notes,sequence_id
confidence_threshold_0.1,9985,7567,13112,0.5688810391978122,0.4323072260466727,0.4912789982533395,0.4912789982533395,1555,335.12931034482756,763,yolov8n,0.1,335.12931034482756,0.10408841372111927,-4489.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000086_00000_v
confidence_threshold_0.5,1766,34,10262,0.9811111111111112,0.14682407715330895,0.25542377784205955,0.25542377784205955,22,8.0,181,yolov8n,0.5,8.0,-0.13176680669016066,-6022.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000339_00001_v
confidence_threshold_0.6,2479,195,20618,0.9270755422587883,0.10732995627137723,0.1923867913546234,0.1923867913546234,34,7.327586206896551,288,yolov8n,0.6,7.327586206896551,-0.19480379317759683,-6010.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000086_00000_v
confidence_threshold_0.6,882,31,16397,0.9660460021905805,0.05104462063776839,0.09696569920844327,0.09696569920844327,13,3.7249283667621778,133,yolov8n,0.6,3.7249283667621778,-0.29022488532377694,-6031.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000117_02622_v
confidence_threshold_0.6,2196,88,21892,0.9614711033274956,0.09116572567253405,0.16654026998331564,0.16654026998331564,20,8.583690987124463,190,yolov8n,0.6,8.583690987124463,-0.22065031454890457,-6024.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000137_00458_v
confidence_threshold_0.6,576,37,17095,0.9396411092985318,0.032595778393978835,0.06300590680376285,0.06300590680376285,15,4.132231404958678,81,yolov8n,0.6,4.132231404958678,-0.3241846777284574,-6029.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000182_00000_v
confidence_threshold_0.6,479,12,13099,0.9755600814663951,0.035277655030195906,0.06809297036036677,0.06809297036036677,6,0.6134969325153374,138,yolov8n,0.6,0.6134969325153374,-0.31909761417185345,-6038.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000268_05773_v
confidence_threshold_0.6,32,2,6359,0.9411764705882353,0.005007041151619465,0.009961089494163425,0.009961089494163425,2,1.0869565217391304,9,yolov8n,0.6,1.0869565217391304,-0.3772294950380568,-6042.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000305_00000_v
confidence_threshold_0.6,1253,13,10775,0.9897314375987362,0.10417359494512804,0.18850609297427412,0.18850609297427412,7,2.5454545454545454,209,yolov8n,0.6,2.5454545454545454,-0.1986844915579461,-6037.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000339_00001_v
confidence_threshold_0.7,1147,69,21950,0.9432565789473685,0.04966012902108499,0.09435281536626497,0.09435281536626497,9,1.9396551724137931,168,yolov8n,0.7,1.9396551724137931,-0.2928377691659553,-6035.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000086_00000_v
confidence_threshold_0.7,514,4,16765,0.9922779922779923,0.029747091845592915,0.05776254424903073,0.05776254424903073,4,1.146131805157593,88,yolov8n,0.7,1.146131805157593,-0.3294280402831895,-6040.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000117_02622_v
confidence_threshold_0.7,1477,42,22611,0.9723502304147466,0.06131683825971438,0.11535908150115202,0.11535908150115202,12,5.150214592274678,129,yolov8n,0.7,5.150214592274678,-0.2718315030310682,-6032.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000137_00458_v
confidence_threshold_0.7,320,8,17351,0.975609756097561,0.018108765774432687,0.035557530973943,0.035557530973943,5,1.3774104683195594,51,yolov8n,0.7,1.3774104683195594,-0.35163305355827723,-6039.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000182_00000_v
confidence_threshold_0.7,188,4,13390,0.9791666666666666,0.013845927235233466,0.027305737109658678,0.027305737109658678,2,0.2044989775051125,73,yolov8n,0.7,0.2044989775051125,-0.35988484742256155,-6042.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000268_05773_v
confidence_threshold_0.7,4,0,6387,1.0,0.0006258801439524331,0.0012509773260359655,0.0012509773260359655,0,0.0,0,yolov8n,0.7,0.0,-0.38593960720618425,-6044.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000305_00000_v
confidence_threshold_0.7,565,2,11463,0.9964726631393298,0.046973727968074495,0.08971814211988885,0.08971814211988885,2,0.7272727272727273,170,yolov8n,0.7,0.7272727272727273,-0.2974724424123314,-6042.0,fixed detector confidence threshold; no temporal/geometric trust rule,uav0000339_00001_v
